"id_comentario"	"comment"	"clase_comentario"
"comment_id_191898"	"Para cena con amigos o after office a la tarde en pareja, o bien para almorzar que es màs tranquilo. La ensalada caesar con pollo es riquìsima, la carta de tragos muy variada, la calidad de los platos es buena en gral. Los fines de semana puede resultar demasiado ruidoso y la critica es que las mesas sobre todo en el sector de abajo estàn demasiado juntas. LA atenciòn es buena. Salvo cuando el lugar estalla y las meseras estan sobrepasadas."	"Muy buena"
"comment_id_191930"	"Fuimos cuatro personas y de tomar pedimos dos gaseosas y dos aguas. La comida es rica, pero la verdad que cuando trajo la cuenta de ¡¡490 pesos!! casi tenemos que ir a buscar plata a casa. Tener un restoran con esos precios por un menu que no se puede elegir, no abundante y con el extraño humor del personal.... para pensarlo. "	"Muy buena"
"comment_id_191934"	"Hola! la verdad que hoy es la primera vez que fui. y aunque solo fue para llevarme una riquisima mini cake la atencion fue muy mala!!! estaba en la barra y tardaron en atenderme, ademas el chico no sabia de que era cada mini cake y se tuvo que fijar en la carta y tardaron un monton para darme el pedido!!! una verguenza!! y es una lastima porque el lugar parece re lindo y tranquilo al igual que la deco del lugar..."	"Excelente"
"comment_id_191940"	"Uno de los mejores lugares para comer pastas en Bs As, y a un precio más que razonable con interesantes platos. Los postres también son muy buenos (chocotorta, flan mixto, torta húmeda). Lo recomiendo al mediodía. Por la noche -fines de semana- cae un poco la atención -al menos las veces que he ido-. También la carta es diferente. Lo recomiendo!"	"Excelente"
"comment_id_191954"	"todo muy bueno salvo la carta de vinos que es horrible!!."	"Muy buena"
"comment_id_19204"	"Buena comida pero mal servicio."	"Excelente"
"comment_id_19208"	"Excepto el sashimi de salmón. En sí, toda la comida fue excelente, pero la atención es pésima. "	"Excelente"
"comment_id_19208"	"Se nota que ni los mozos ni las camareras son profesionales, no saben como servir una mesa, no cuentan con lo básico y además me pareció carísimo para lo que es: dos personas gastamos $186 sin siquiera haber pedido vino."	"Excelente"
"comment_id_192096"	"Pasta y verduras frescas, caserísimas. Excelente atención, el chef se acerca y se interesa por cómo resultan los platos."	"Excelente"
"comment_id_192096"	"Un placer poder comer mariscos frescos, preparados con delicadeza, y pasta casera. El lugar es pequeño, y gusta así, personalizado. La comida se prepara en el momento, hay que ir pensando en eso. Vale la pena esperar."	"Excelente"
"comment_id_192102"	"Pésima la atención!!! Las mozas son antipáticas, mal gestadas, no están atentas nunca. LAS DUEñAS NO HACEN NADA. tienen suerte de estar de moda. Pero todo pasa...."	"Buena"
"comment_id_192102"	"Lindo lugar. Malísimo servicio. Comida buena. "	"Buena"
"comment_id_192130"	"Siempre es lindo volver a Pani para probar cosas nuevas. Excelente atención y la decoración linda como siempre. Mi preferidos son los waffles de dulce de leche y los bay biscuits... Un buen dato si van a merendar, después de las 19 hs hay 2x1 en facturas y pan de chocolate (es riquísimo!!!)"	"Excelente"
"comment_id_192172"	"Me encanta, la verdad que se nota mucho la diferencia del ruido con los paneles acusticos que colocaron  en el techo.Me atendieron super bien!!Los platos excelentes!"	"Excelente"
"comment_id_192178"	"Volvi despues de varios meses por que la atencion habia sido muy mala. Debo reconocer que mejoro y bastante, los mozos mucho mas amables y como siempre la comida muy buena. Si siguen asi, es para recomendar"	"Muy buena"
"comment_id_192190"	"Me sorprendio! Un poquito caro pero muy buena pizza y gran variedad de cervezas. Ademas te traen una mini picada y la atencion muy buena. Recomendable"	"Muy buena"
"comment_id_192200"	"Habíamos ido en otras ocasiones, con buenas experiencias, pero anoche la atención fue deplorable, las porciones escasas (80% de puré y 20% de carne), reemplazaron batatas por papas porque dijeron que las batatas estaban mal (ya otras mesas se las habían devuelto) y las papas noissette estaban crudas. El pimentero que pedí nunca llegó. La comida tardó muchísimo. Cuando nos quejamos, en compensación, nos ofrecieron café Que emoción!!! "	"Malo"
"comment_id_192230"	"Muy buen lugar, agradable por su ambientación, sobria de bodegón de barrio pero moderno. Fui dos veces con mi pareja y lo disfrutamos. Buenos platos, excelente panera! La atención de los mozos también es muy positiva. Lo recomendamos y volveremos."	"Muy buena"
"comment_id_192236"	"Tenía mejores expectativas. La ambientación deja que desear en gusto y prolijidad. La atención fue buena pero la comida (Pato confitado) estaba seca. La terrine era rica. La carta de vinos muy floja."	"Buena"
"comment_id_19225"	"Preço barato como a comida!"	"Malo"
"comment_id_19225"	"Carne dura, sem qualidade, ambiente sujo e ruidoso. Um lugar bastantão. Não perca seu tempo! Come-se muito melhor em Buenos Aires!"	"Malo"
"comment_id_192346"	"Los precios han aumentado, como en todos lados. El tema es que la calidad no sigue siendo la misma: el pan del Club Sandwich paso de un rico pan en sus inicios a dos rodajas de pan de campo que mas parecen pan lactal. En cuanto al contenido (panceta y pollo) se vio un poco reducido. Por ultimo, la mousse de dulce de leche viene en nuevos envases, que pareceria tener menor cantidad, y que ademas no tienen el crocante de chocolate en el fondo que la mousse originalmente tenia."	"Buena"
"comment_id_192350"	"Super clasico de Belgrano R, en la zona de Plaza Castelli. Al mediodia es el lugar de referencia de varias generaciones que fueron a los colegios de la zona, a la noche es mas tranquilo y esta bueno para ir a comer unas pizzas o minutas con amigos o familia. Sigue atendiendo la misma gente de hace años, con muy buena onda, como siempre."	"Buena"
"comment_id_192388"	"Comimos muy rico y muy bien atendidos. Recomendable.."	"Excelente"
"comment_id_192462"	"Elegi este restaurant porque estaba como recomendado en la guia, y la verdad dejo bastante que desear. El ambiente es bueno dentro de todo, pero el sushi que sirven es de baja calidad, y exageradamente dulce, y en cuanto a la atencion deja bastante que desear. La carta de bebidas  es muy pobre, y no hay mucha opcion para lo caro que es."	"Malo"
"comment_id_192466"	"Agradable lugar para pasar una noche con amigos o en pareja. La atención es correcta y esmerada. La comida satisface las expectativas y es acorde al precio. Ambiente tranquilo y ameno para disfrutar la vista al río. Una buena opción para tener en cuenta."	"Muy buena"
"comment_id_192478"	"eramos 8 personas, como siempre, la calidad es buena, la atencion dilecta. para mi es un lugar que brinda un buen servicio, sin sorpresas ni pretensiones."	"Muy buena"
"comment_id_192478"	"excelente relacion precio calidad, mejoradidimas por el descuento de LN."	"Muy buena"
"comment_id_192512"	"Me gusto mucho. La entrada con una creppe de hongos (no recuerdo el nombre) fue de lo mejor en bastante tiempo. Platos principales: lasagna (6,5 puntos) y rissotto de hongos (8,5 puntos). A razón de costo beneficio, no esta mal. "	"Excelente"
"comment_id_192542"	"Nunca pude ir a cenar ahi, siempre está todo ocupado. Pero a la hora de pedir delivery, es la única opción que eligo. Excelente !"	"Excelente"
"comment_id_192572"	"La atencion es excelente en todo momento. El ambiente es tipico italiano pero las mesas estan demasiado juntas. La panera buenisima: pan saborizado tierno y calentito con una rica salsita acompañando. La entrada normal aunque muy bien presentada. Los ravioles de cordero con salsa de crema y menta y nos parecieron increibles, aunque los mios estaban muy al dente. Cocidos pero para mi gusto muy al dente. La copa acida de postre hubiera sido buenisima si le hubiesen sacado las semillas a los gajos. Aun asi volveremos!"	"Muy buena"
"comment_id_192574"	"Voy hace mucho tiempo, tanto a almorzar como a cenar. Algo ha cambiado. El finde último pedí risotto: una masa amorfa difícil de distinguir que era. La calidad de la comida ha desmejorado notablemente. Ojalá que se den cuenta y vuelva a ser el de antes. "	"Malo"
"comment_id_192584"	"Bastante bueno, muy rico el sushi ideal para ir en familia, recomentado para todas las familias."	"Muy buena"
"comment_id_192586"	"Excelente relacion calidad/precio. La atencion un desastreee !!!!! Pero vamos a seguir intentando, la fondeau lo merece RIQUISIMA !!!! "	"Muy buena"
"comment_id_192616"	"Excelente atención y comida lograda en una zona muy linda de Buenos Aires."	"Muy buena"
"comment_id_192690"	"Fui por los excelentes comentarios de los usuarios de esta pagina, la verdad salí decepcionado, la comida fria, el salad bar muy precario, la carta de vinos con precios fuera de lugar al igual que la comida. Garantizo haber comido misma calidad de cortes de carne en parrillones muchísimo mas  acorde en precios respecto de lo que ofrecen. Pedimos milanesas napolitanas con papas fritas para los chicos y la carne estaba durísima. Sí destaco el servicio de los mozos que en todo momento fueron muy atentos y por supuesto el lugar es muy lindo. En resumen, relacion costo / beneficio poco favorable. "	"Malo"
"comment_id_192696"	"Ya me considero habitue de este lugar tanto en el pequeño local como en delivery. Todos los productos que ofrecen son excelentes: el sushi muy variado , el ceviche muy bueno y los postres ricos, suaves, delicados. Insisto que deben mejorar la carta de vinos. La atencion es muy amable. Los precios son razonables y con el dto. de Guia Oleo hasta resulta economico."	"Excelente"
"comment_id_192718"	"Fue el sábado con mi novio. Me encantó la comida, el lugar y la atención. Riquisimas las pastas. Para volver!"	"Muy buena"
"comment_id_192732"	"Bastante bueno el lugar, rica comida, las pastas que pedimos estuvieron ricas, volveremos!"	"Buena"
"comment_id_192804"	"La calidad de los platos, de la atención, de la cava de vinos importados y nacionales y de la calidad de la materia prima usada nos pareció a los 8 comensales que asistimos inmejorable."	"Excelente"
"comment_id_19281"	"La atención de una de las mozas fue bárbara. Tardan un poco en atenderte pero el lugar esta bárbaro. "	"Excelente"
"comment_id_19281"	"El ambiente es muy bueno, la decoración y puesta del lugar me encantó."	"Excelente"
"comment_id_192822"	"es uno de mis lugares preferidos para ir a comer. En general aprovecho los descuentos de Club La Nación. El servicio siempre fue muy calido y atento. Mi plato preferido son los raviones de batata y nuez con salsa de manteca de rucula. son imperdibles!. los pescados tambien son muy ricos y bien acompañados. un lugar super recomendable."	"Excelente"
"comment_id_192864"	"Me encanta este lugar, todo está muy cuidado, se nota que les gusta recibir clientesy eso se percibe y no en todos los lugares pasa! Tienen una excelente variedad en pasteleria, muchos cheesecakes, increibles scones! Imperdible el sambuchon y helados caseros de lujo! A los camareros se los nota muy contentos, tienen la mejor onda y te atienden de lujo! La unica contra es la acústica y el calor que hace a veces atras! vuelvo siempre porque me encanta"	"Excelente"
"comment_id_192866"	"Fuimos con mi esposa con un cupón de pez urbano, la atención fue excelente al igual que la fondue de queso cheedar. Los precios recomendables y para tener en cuenta, no se cobra cubierto. que damos muy satisfechos. Y volveremos. El local al que fuimos es el de caballito. Pedro Goyena 51."	"Excelente"
"comment_id_192900"	"Fui con mi novio el Jueves 10/11/11. Estaba lleno de gente. El lugar es muy ruidoso y las mesas estan una sobre la otra. Decidimos sentarnos afuera. Una mesita frente al rio. Muy linda. La atencion es excelente."	"Muy buena"
"comment_id_192900"	"Pedimos de entrada vieiras gratinadas. Abundantes. De plato principal Malfatis de espinacas gratinados los cuales estaban muy secos porque tenian poca crema. El plato era abundante. Mi novio pidio Rottolos a la bolognesa. Muy rico y abundante. Lo recomiendo"	"Muy buena"
"comment_id_192900"	"De postre pedimos un volcan de chocolate. Uno de los mas ricos que probé en mi vida."	"Muy buena"
"comment_id_192900"	"Gastamos 350 pesos."	"Muy buena"
"comment_id_192904"	"Excelente todo muy tranquilo la atención y la comida de 10!!! En mi caso pedí unos espagueti con frutos del mar increíbles!"	"Excelente"
"comment_id_192904"	" "	"Excelente"
"comment_id_192906"	"Increíble!! Para el q disfruta de un exquisito brunch y quiere comer rico y lo q quiera es el lugar indicado 60 pesos x persona y te servís lo q quieras!"	"Excelente"
"comment_id_192968"	"Maravillosa experiencia !!! Super tranquilo el ambiente, la comida es de las mejores, buenos vinos, postres super ricos, atencion increible. "	"Excelente"
"comment_id_192982"	"Figazetta genial. Cada porcion de fugazzeta sale 9,50$. El queso-muzarella me encanto. La atención es buena. La imagen deja mucho que desear, no es para ir con la novia, si con amigos que no sean muy chetos. Deberían mejor considerablemente la decoración, baños y modernizarse. Ambiente horrible. "	"Excelente"
"comment_id_192990"	"Un bistró auténtico y original, con una propuesta cambiante, que nunca defrauda. Las entradas abundantes y delicadas, los platos, poéticos. He ido decenas de veces, y siempre es excelente. Lo único malo es que el local sea tan pequeño (en verdad, eso también es típico de su encanto), y a veces no haya chance ni intentando reservar. Muy buena carta (pizarra) de vinos. Los ingredientes, siempre frescos y auténticos. "	"Excelente"
"comment_id_193042"	"Todo perfecto!!! Seguivla recomendacion de uno de los integrantes de la familia y fue lo correcto!! Fusilli al fierrito con salsa du mare!!! Una cosa de locos!! Despues de postre tiramisu!! Estabamos en italia veramente!! Los precios acorde a la calidad! Sin duda volveremos! "	"Excelente"
"comment_id_193058"	"Ya fui dos veces con mi novia y volveremos a ir por la exelente pizza a la piedra q hacen.Es un local mas bien chico muy comodo y muy bien ambientado con una atencion muy rapida y muy amable esta ultima vez q fui un sabado a la noche  pague con mi novia $108 por 2 empanadas RIQUIZIMAS! de carne y otra de jamon y queso dos gaseosas y una grande mitad muzarella con jamon y mitad palmitos.Mi novia le encanta la pizza a la piedra y me dice q es una de las mejores q provo hasta ahora asi q volveremos muchas veces."	"Muy buena"
"comment_id_193062"	"fui muchas veces pero la calidad esta bajando de a poco la unica vez q pedi parrillada me gusto yo siempre voy por el matambre de cerdo a la pizza con papas y me encanta la atencion siempre fue correcta y la demora de unos 15 min para q traigan el plato yo realmente no soy muy exigente pero detalles cada vez mas asi q ponganse las pilas por q es un muy buen lugar pero de a poquito ...."	"Buena"
"comment_id_193066"	"Demasiado caro para un sushi que no supera en nada al de muchos otros lugares... "	"Buena"
"comment_id_193068"	"Me guie por los comentarios, pero realmente no me parecio nada del otro mundo. Las pizzas no son excelentes ni las empanadas tampoco. La cerveza estaba helada, eso es para remarcar.. el precio es proporcional a la calidad. La atencion estuvo bien."	"Malo"
"comment_id_193096"	"Excepcional. Los tragos CaipiOsaka y Orgasmo los recomiendo p/ladies!(son mas dulzones).Akai roll es tan fino que no hace falta salsa de soja p/saborizar.lo que verdaderamente fue un majar:EL PATO LAQUEADO/INKAGYOZA. Estar en la barra y ver como preparan el sushi es un gran entretenimiento, y aun mejor, la decoracion Y LA PRESENTACION!!! de sus desserts!!! QUE HERMOSURA! son como pequenas obras de arte. Degustacion de crème brulée y todos satisfechos. ATENCION IMPECABLE, si tenes dudas llaman al encargado de c/ especialidad quien te explica la composicion de C/plato. OBVIO VUELVO."	"Excelente"
"comment_id_193144"	"Si bien el lugar es medio depre, la pizza es realmente buena. Única pizzería \"tradicional\" de la zona!"	"Muy buena"
"comment_id_193166"	"Fui a tomar el té. Muy buena la comida, pedi unos coquitos riquisimos y un cafe bastante bueno. Tiene todos los panes y cosas dulces exhibidas y es muy tentador. La atencion mas o menos. El lugar es lindo pero nada fuera de lo comun."	"Muy buena"
"comment_id_193180"	"Muy lindo ambiente, buen servicio y deliciosa comida. El lugar no es muy ruidoso y se puede charlar con calma aun con todas las mesas llenas."	"Muy buena"
"comment_id_19319"	"No es cómodo el lugar, parece un subte en hora pico o una pecera, todos ven lo que comen los demás y oyen sus conversaciones. No vuelvo."	"Malo"
"comment_id_193200"	"Soy habitué del lugar, siempre voy a comer picada. Como era de esperar, la picada buena, pero parece que les resulta inevitable brindar un buen servicio. Esta vez, a diferencia de otras, el mozo que nos tocó tuvo muy buena predisposición, pero no alcanzó para disimular los desmanejos internos de la cocina y administración. Que nos trajeran una cerveza distinta a la qué habíamos porque la otra estaba caliente, podemos disimularlo. Pedimos una pepsi cola, y después de 30 minutos nos trajeron una 7 up informándonos que las pepsi, estaban también calientes. A la hora de habernos sentado, llegó la picada. Evidentemente, tienen cuestiones que resolver desde hace tiempo. Siempre volvemos por la calidad de la mercadería, pero no con la asiduidad con la que asistíamos y mucho menos si no nos quedara tan cerca"	"Muy buena"
"comment_id_19322"	"Los mozos estan en otra, la comida más o menos, pero le daremos una tercera oportunidad."	"Muy buena"
"comment_id_193282"	"Fui esperando una pizza distinta a la tradicional argentina y sali satisfecho. Se promocionan como la vera pizza napoletana, y realmente es una experiencia distinta a la de calle corrientes. Una pizza donde el gusto esta concentrado en la masa (horno de barro), la salsa y los ingredientes, y no tanto en una sobredosis de queso. Las pizzas son casi individuales, y no hay mucha variedad, pero son todas buenas (no dejen de probar la de papa). Muy rico, y diez mil veces mejor que Piola. Ademas tienen descuento Club LN"	"Excelente"
"comment_id_193290"	"Almorzamos un domingo una cazuela de mariscos muy rica, aunque el arroz que la acompañaba estaba un poco desabrido. El postre también bárbaro. La atención muy buena y el lugar bien cuidado, con una buena separación entre las mesas."	"Muy buena"
"comment_id_193326"	"Fuimos 5, los panqueques tanto salados como dulces son buenos en sabor y tamaño, pero las hamburguesas y lomitos son más chicos q en otras sucursales, y con un pan q se deshace. Las mozas ni miran las mesas, hay q llamarlas varias veces para que te atiendan. Y no aceptan ni crédito ni débito, lo cual es inadmisible. ya que en otras sucursales si lo hacen."	"Buena"
"comment_id_193326"	"Ambiente muy ruidoso, y las mesas súper pegadas."	"Buena"
"comment_id_193326"	"Dudo que vuelva"	"Buena"
"comment_id_193330"	"El lugar es muy bonito, la decoración te atrapa desde el momento que entras y recorres todo el local. Una vez que te sientas, comienza la pesadilla de la demora de más de una hora y media por una ensalada (literal), acompañado por el \"ya sale, ya viene\" por parte de los meseros, una y otra vez. Luego de la espera la ensalada sabía muy mal. Mi acompañante pidió unos \"wraps\" de salmón + tomate + queso philadelphia. 1. Nunca trajeron wraps, eran canelones, 2. tenía tocineta (no especificada), 3. donde estaba el philadelphia?. Si regreso, será para llevar postres."	"Malo"
"comment_id_193356"	"Lo único bueno del lugar es su ambientación. estuvimos almorzando, había sólo 4 mesas ocupadas y pedimos: 1 menú del día (tostón de tomate, champiñones y queso + wrap de salmón) y 1 ensalada que lleva verdes \"exóticos\" + zanahoria + \"albóndigas de pollo con sésamo\". pésimos ambos platillos. lo peor del lugar es el servicio. estuvimos 2 horas para comer el menú del dia. 2 ho-ras. la carta te advierte de 20 a 30 mins. de espera porque preparan los platos \"en el momento\", pero es muchísimo más (y te advierten que el plato está caliente... por el recalentado, estimo). no lo recomiendo."	"Malo"
"comment_id_193392"	"Siempre fuimos de noche,  se come bien, no es nada caro, la atencion es decente. Lo unico, que como es un bar, hay poca luz , no se ven los platos y hay que adivinar que es lo que comes. Pero es un detalle y termina siendo hasta gracioso. Bien, recomendable, decente!"	"Muy buena"
"comment_id_193444"	"La picada de pizza estaba bien, pero creo q ahora es más chica. Ricas las empanadas de cordero. que más me gustaba de esta pizzeria era la enredadera de la vereda, pero ya no está. Buena atención, cerveza bien fría."	"Buena"
"comment_id_193518"	"Realmente no se si es pizza, estoy acostumbrado a otro tipo de masa. Prefiero El almacen de pizas ó Romario, ademas la salsa deja bastante que desear, fui con mi novia las mujeres no son de comer tanto, yo por no pedir otra pizza me quede con hambre. Realmente no lo recomiendo, es más pense que no iva a encontrar mesa fui un sábado, sobraban. Puntos de 1a 10, 3"	"Malo"
"comment_id_193534"	"excelente carne, muy buena atención"	"Excelente"
"comment_id_193542"	"rico, casero, simple"	"Muy buena"
"comment_id_193570"	"Fuimos a desayunar con  mi marido, mi hijo de un año y mis cuñados. El lugar nos encanto, la atención fue muy bien, la moza muy amable. Las sillitas altas de madera son muy buenas, porque tienen la mesita incorporada, que no solo hace mas simple que el chico tenga algo sobre ella, sino que ademas me parecen mas seguras. Además nos trajeron una bolsita de arpillera con bloques y trencitos de madera para que juegue mi hijo, estaban medio viejitos, pero me parecio muy buena la idea. La verdad que tomamos muy bien el deayuno, y la pasaos genial!!! Volvermos a desayunar!!!!"	"Buena"
"comment_id_193576"	"Il ballo es ideal para salir de la rutina de los tipicos restaurantes porteños... detenganse un minuto a leer el cartel que esta en la entrada... vale al pena pq dentro sucede exactamente lo que el cartel dice... es el unico lugar en el q los mozos realmente t atienden incluso t leen el menú! La comida, la música y la decoración muuuy buenas!!!"	"Muy buena"
"comment_id_19359"	"Excelente ambiente y atención."	"Excelente"
"comment_id_19359"	"Los platos están muy bien presentados y abundantes."	"Excelente"
"comment_id_19359"	"Para recomendar."	"Excelente"
"comment_id_193596"	"Interesante lugar... pequeño. Podria decir que es ajustada la definición que escuche sobre que \"es como comer en la casa de campo de un frances\". Volveria para comer en la terraza."	"Muy buena"
"comment_id_19360"	"Muy buen lugar, recomendado para toda la familia. Precio excelente."	"Excelente"
"comment_id_19366"	"La comida es muy buena, el ambiente muy cálido y tiene una cordial atención."	"Muy buena"
"comment_id_193668"	"Es un lugar muy lindo, la comida es muy rica y es más barato que cualquier caza turistas del centro, 100% recomendable "	"Excelente"
"comment_id_193682"	"Acabo de cenar en angelini. realmente pedimos dos pizzas de diferente gusto y han bajado la calidad de la muzarella; no tenia gusto a nada, y conozco el lugar desde hace mas de 30 anos. cualquier pizza de barrio es mejor a esa. tremenda decepcion.se los dije y la respuesta que es la misma de siempre; desde ya que no, y pienso que esta fue la ultima vez. eramos cuatro  y todos pensamos lo mismo. "	"Malo"
"comment_id_193712"	"Me sorprenden los comentarios anteriores. Fuimos a comer en la semana pasada, comimos cordero en el horno de barro, estaba muy bueno. Me encanto el ambiente. Nos atendió un mozo gordito y muy simpático. La verdad lo pasamos bien."	"Muy buena"
"comment_id_193714"	""	"Malo"
"comment_id_193714"	"Barato. Muy-demasiado lentos en atender. "	"Malo"
"comment_id_19372"	"Sólo para ir a reventar con amigos. "	"Buena"
"comment_id_19372"	"No esperes buena carne, es simplemente aceptable. "	"Buena"
"comment_id_19372"	"Siempre que vas a pedir mollejas se acabaron. "	"Buena"
"comment_id_19372"	"Pero si querés comerte un asado con todo, aca se puede."	"Buena"
"comment_id_19373"	"Demasiado chico, las mesas muy apretadas. La comida es rica pero nada del otro mundo. Se esmeran en atenderte bien. "	"Muy buena"
"comment_id_19373"	"Es una parrillita de Domingo al mediodía o miércoles con amigos."	"Muy buena"
"comment_id_193760"	"La pizza a la parrilla es buenisima! Probamos una de cebollas caramelizadas, queso brie, nueces y pasas! La otra de tomates caramelizados y muzzarella tambien estan increible. De postre recomiendo las delicias de manzana y la marquise de chocolate. El servicio muy buena onda y el ambiente ideal para relajarse y disfrutar. "	"Excelente"
"comment_id_193770"	"Salida familiar con dos niños pequeños. Ideal para pasarlo en familia. Buena comida, en lugar ambientado en halloween, fue muy alegre para los niños. "	"Buena"
"comment_id_193772"	"Fuimos la semana pasada y me encanto... muy buena relacion precio-calidad-cantidad.... ESPECTACULAR PICADA!!!!!! cerveza perfecta!!"	"Excelente"
"comment_id_193780"	"Fuimos al lugar con amigos aceptaron dos cupones de descuento por mesa, por lo tanto  comimos 4 con descuentos precios super buenos en toda la carta exelente atencion comimos muy bien y comodos muy bueno el servicio de mozos  fuimos al local de av pedro goyena 51 volveremos ,,,,"	"Muy buena"
"comment_id_193788"	"Si bien el sushi es de buena calidad, la atención es pésima: desde el momento en el que se llama por teléfono hasta que se llega al rest y a lo largo de la velada. No vuelvo más!"	"Buena"
"comment_id_19380"	"Todo diez puntos. Fresco, en su punto, auténtico, todo buenísimo."	"Excelente"
"comment_id_19382"	"Me encanta la comida de este lugar, pero resulta imposible encontrar mesa, las reservas son imposibles y algunos precios desmedidos. "	"Excelente"
"comment_id_19382"	"Pisco sour $20 y para colmo con pisco capel."	"Excelente"
"comment_id_19382"	"Las porciones son bastantes chicas, pero a pesar de todo se come muy rico."	"Excelente"
"comment_id_193826"	"Apenas se llega hay una señorita que pregunta cuántas personas van a ser y si vamos a un salor de fumadores o no. Luego te ubican, uno hace el pedido y traen el cubierto, todo de una forma muy amable. El tema es que la cocina para la cantidad de personas que van al lugar es chica y por eso supongo que tardó un poco en llegar la comida. En cuanto a la porción es justa y nada más."	"Malo"
"comment_id_193826"	"Y, generalmente el ambiente bar/boliche no me termina de agradar del todo, y esta vez no fue la excepción. Tal vez a los que frecuentan más este tipo de lugares se vayan a sentir más cómodos."	"Malo"
"comment_id_193888"	"Fuimos con cupon y comimos rico. El problema son los precios, porque pedi la carta para mirarla. Terribles !!"	"Muy buena"
"comment_id_193896"	"Eramos 4, pedimos de todo un poco, las pastas rellenas bien el resto mejor."	"Muy buena"
"comment_id_193896"	"Las salsas deberian ser mas abundantes pero no tengo de que quejarme."	"Muy buena"
"comment_id_193896"	"El precio nos parecio bueno y la calidad tambien."	"Muy buena"
"comment_id_193930"	"Somos habitués hace varios meses y cada vez que vamos salimos con la misma sensación placentera del buen comer y la excelente atención de Néstor y los mozos. Lo super recomendamos!"	"Excelente"
"comment_id_193932"	"Super recomendable. Por la zona los precios son mas que accesibles, teniendo en cuenta que las pastas son super frescas, elaboradas en el momento. Muy amable el mozo que nos atendio, fue de 10. Es un lugar muy concurrido por familias y parejas. Corregiria un poco el ambiente me parecio un poco sombrio. Sin dudas vuelvo, el menu era bien elaborado"	"Muy buena"
"comment_id_193944"	"No lo recomiendo ya que ayer fuimos a festejar mi cumple y la verdad comimos bien pero la atencion de las mozas es Tan Mala que opaca si la comida estaba bien. Es increible siendo una mesa de 20 personas no queria empezar a atendernos,le tuvimos q empezar a pedir las bebidas,el pan algo para ir comiendo mientras esperabamos al resto de la gente, y nos contesto \"esta en el horno\"y de muy mala manera.Lleve torta y encima q te cobran$5 x el plato q te ponen la destrozaron al cortarla x no saber repartir! Un desastre, ni siquiera x ganarse una buena propina siendo tantos! No lo recomiendo!"	"Muy buena"
"comment_id_193972"	"Buenísimo y sorpredente. Lugar muy bien ambientado, buena música, se puede conversar. La comida está bien y los precios acordes."	"Buena"
"comment_id_194010"	"Muy buena atencion, rica comida, y el mozo un copado, incluso con sus recomendaciones !"	"Muy buena"
"comment_id_194064"	"Entre de casualidad y me enamore de este pequeño bistró, que sin intención de ser cool o fashion (no queda en la zona TOP de Palermo) pone todo su interés en preparar platos perfectos y con una técnica impecable. Están en los pequeños detalles y cada comensal disfruta una muy linda experiencia. El salmón tibio con brotes y cítricos es una obra de arte y si ese día hay ciervo o codillo de cerdo es imposible dejar pasar. Pero déjense guiar por las recomendaciones del mozo que es muy cordial y muy atento. Carta de vinos acotada pero súper recomendable si te animas a salir de los tradicionales. Se los recomiendo, no se lo pierdan"	"Excelente"
"comment_id_194110"	"Me encanto, una variedad buenisima de pizza a la parrilla comimos una pizza grande (12 porciones) mitad \"Del bosque\" con tres tipos de hongos exquisitos y mitad enchilada con carne delicia  total , de  postre una  panacotta delicada con salsa de carmelo y frutos rojos, la bodega un poco acotada pero buena"	"Excelente"
"comment_id_19413"	"Es realmente muy recomendable, fascinante ambientación y una excelente atención."	"Excelente"
"comment_id_194186"	"Festejamos los 80 años de mi viejo y la pasamos muy bien. El ambiente y el personal, diez puntos. La comida muy rica y bien presentada. Cuesta elegir un plato por la gran variedad y calidad, todo tienta. La atención fue excelente, por la predisposición, la colaboración y esos pequeños detalles que ayudan a disfrutar el momento,  y eso que éramos 10 personas incluyendo 4 chicos.  ¡Sin duda volveremos!"	"Excelente"
"comment_id_194210"	"Buena Masa, Buen Relleno, Buena Atención, Buena Musica. ( ademas el dueño es de racing , que mas ??? )"	"Excelente"
"comment_id_194296"	"Mala atenciòn, mala la comida y me cobraron caro un bocado de queso provoleta que mi mama me convido de su plato, argumentando que no se  puede compartir. Por ello me cobraron el valor de una porcion completa que nunca me sirvieron."	"Buena"
"comment_id_194298"	"Hermoso lugar, atencion excelente, fuimos con toda la familia, parecia que estabamos en nuestra casa. El mozo 10 puntos, atento pero no cargoso. La comida riquisima. "	"Muy buena"
"comment_id_194298"	" Super recomendable. Volvere, seguro!"	"Muy buena"
"comment_id_194354"	"fui con un amigo. El ambiente es un poco ruidoso, pero no está mal."	"Muy buena"
"comment_id_194354"	"Tardan un poco, pero la espera bien vale la pena."	"Muy buena"
"comment_id_194354"	"Comida, muy buena."	"Muy buena"
"comment_id_194354"	"Las sugerencias son buenas, aunque con poca explicación de los ingredientes o tipo de cocciones."	"Muy buena"
"comment_id_194354"	"Siemrpe es una buena opción para comer buena comida japonesa"	"Muy buena"
